PortfolioID	TradeID	CollectRegulations	ProductClass	RiskType	Qualifier	Bucket	Label1	Label2	Amount	AmountCurrency	AmountUSD
C77	C77.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C78	C78.S_FX_5	All	RatesFX	Risk_FX	GBP				910000000	USD	910000000
C78	C78.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C78	C78.S_FX_7	All	RatesFX	Risk_FX	CNY				-200000000	USD	-200000000
C78	C78.S_FX_8	All	RatesFX	Risk_FX	KRW				210000000	USD	210000000
C79	C79.S_FX_5	All	RatesFX	Risk_FX	GBP				910000000	USD	910000000
C79	C79.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C79	C79.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C79	C79.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C80	C80.S_FX_1	All	RatesFX	Risk_FX	EUR				50000000	USD	50000000
C80	C80.S_FX_2	All	RatesFX	Risk_FX	EUR				-50000000	USD	-50000000
C80	C80.S_FX_3	All	RatesFX	Risk_FX	EUR				-5000000000	USD	-5000000000
C80	C80.S_FX_4	All	RatesFX	Risk_FX	USD				610000000	USD	610000000
C80	C80.S_FX_5	All	RatesFX	Risk_FX	GBP				910000000	USD	910000000
C80	C80.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C80	C80.S_FX_7	All	RatesFX	Risk_FX	CNY				-200000000	USD	-200000000
C80	C80.S_FX_8	All	RatesFX	Risk_FX	KRW				210000000	USD	210000000
C80	C80.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C80	C80.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C80	C80.S_FX_11	All	Credit	Risk_FX	BRL				41000000	USD	41000000
C80	C80.S_FX_12	All	Credit	Risk_FX	QAR				-40000000	USD	-40000000
C81	C81.S_IR_1	All	RatesFX	Risk_IRCurve	USD	1	2w	OIS	4000000	USD	4000000
C81	C81.S_IR_2	All	RatesFX	Risk_IRCurve	USD	1	3m	Municipal	-3000000	USD	-3000000
C81	C81.S_IR_3	All	RatesFX	Risk_IRCurve	USD	1	1y	Municipal	2000000	USD	2000000
C81	C81.S_IR_4	All	RatesFX	Risk_IRCurve	USD	1	1y	Prime	3000000	USD	3000000
C81	C81.S_IR_5	All	RatesFX	Risk_IRCurve	USD	1	1y	Prime	-1000000	USD	-1000000
C81	C81.S_IR_6	All	RatesFX	Risk_IRCurve	EUR	1	3y	Libor3m	-2000000	USD	-2000000
C81	C81.S_IR_7	All	RatesFX	Risk_IRCurve	EUR	1	3y	Libor6m	5000000	USD	5000000
C81	C81.S_IR_8	All	RatesFX	Risk_IRCurve	EUR	1	5y	Libor12m	10000000	USD	10000000
C81	C81.S_IR_9	All	RatesFX	Risk_IRCurve	EUR	1	5y	Libor12m	25000000	USD	25000000
C81	C81.S_IR_10	All	RatesFX	Risk_IRCurve	EUR	1	10y	Libor12m	35000000	USD	35000000
C81	C81.S_IR_11	All	RatesFX	Risk_IRCurve	AUD	1	1m	Libor3m	2000000	USD	2000000
C81	C81.S_IR_12	All	RatesFX	Risk_IRCurve	AUD	1	6m	Libor3m	3000000	USD	3000000
C81	C81.S_IR_13	All	RatesFX	Risk_IRCurve	AUD	1	2y	Libor3m	-2000000	USD	-2000000
C81	C81.S_IR_14	All	RatesFX	Risk_IRCurve	CHF	1	15y	Libor6m	-4000000	USD	-4000000
C81	C81.S_IR_15	All	RatesFX	Risk_IRCurve	CHF	1	20y	Libor6m	10000000	USD	10000000
C81	C81.S_IR_16	All	RatesFX	Risk_IRCurve	CHF	1	30y	Libor6m	18000000	USD	18000000
C81	C81.S_IR_17	All	RatesFX	Risk_Inflation	CHF				-10000000	USD	-10000000
C81	C81.S_IR_18	All	RatesFX	Risk_XCcyBasis	CHF				30000000	USD	30000000
C81	C81.S_IR_19	All	RatesFX	Risk_IRCurve	JPY	2	2w	Libor1m	-1000000	USD	-1000000
C81	C81.S_IR_20	All	RatesFX	Risk_IRCurve	JPY	2	1m	Libor1m	-1500000	USD	-1500000
C81	C81.S_IR_21	All	RatesFX	Risk_IRCurve	JPY	2	3m	Libor3m	1500000	USD	1500000
C81	C81.S_IR_22	All	RatesFX	Risk_IRCurve	JPY	2	6m	Libor3m	2000000	USD	2000000
C81	C81.S_IR_23	All	RatesFX	Risk_IRCurve	JPY	2	1y	Libor6m	3000000	USD	3000000
C81	C81.S_IR_24	All	RatesFX	Risk_IRCurve	JPY	2	2y	Libor6m	4000000	USD	4000000
C81	C81.S_IR_25	All	RatesFX	Risk_IRCurve	JPY	2	3y	Libor6m	5000000	USD	5000000
C81	C81.S_IR_26	All	RatesFX	Risk_IRCurve	JPY	2	5y	Libor12m	20000000	USD	20000000
C81	C81.S_IR_27	All	RatesFX	Risk_IRCurve	JPY	2	10y	Libor12m	30000000	USD	30000000
C81	C81.S_IR_28	All	RatesFX	Risk_IRCurve	JPY	2	15y	Libor12m	-1000000	USD	-1000000
C81	C81.S_IR_29	All	RatesFX	Risk_IRCurve	JPY	2	20y	Libor12m	-2000000	USD	-2000000
C81	C81.S_IR_30	All	RatesFX	Risk_IRCurve	JPY	2	30y	Libor12m	3000000	USD	3000000
C81	C81.S_IR_31	All	RatesFX	Risk_Inflation	JPY				5000000	USD	5000000
C81	C81.S_IR_32	All	RatesFX	Risk_XCcyBasis	JPY				500000	USD	500000
C81	C81.S_IR_33	All	RatesFX	Risk_IRCurve	CNY	3	2w	OIS	1000000	USD	1000000
C81	C81.S_IR_34	All	RatesFX	Risk_IRCurve	CNY	3	1m	OIS	1500000	USD	1500000
C81	C81.S_IR_35	All	RatesFX	Risk_IRCurve	CNY	3	3m	Libor1m	-500000	USD	-500000
C81	C81.S_IR_36	All	RatesFX	Risk_IRCurve	CNY	3	6m	Libor3m	-1000000	USD	-1000000
C81	C81.S_IR_37	All	RatesFX	Risk_IRCurve	MXN	3	1y	Libor6m	9000000	USD	9000000
C81	C81.S_IR_38	All	RatesFX	Risk_IRCurve	MXN	3	2y	Libor12m	10000000	USD	10000000
C81	C81.S_IR_39	All	RatesFX	Risk_IRCurve	MXN	3	3y	OIS	-500000	USD	-500000
C81	C81.S_IR_40	All	RatesFX	Risk_IRCurve	MXN	3	5y	OIS	-1000000	USD	-1000000
C81	C81.S_IR_41	All	Credit	Risk_IRCurve	BRL	3	10y	Libor6m	14000000	USD	14000000
C81	C81.S_IR_42	All	Credit	Risk_IRCurve	BRL	3	15y	Libor6m	30000000	USD	30000000
C81	C81.S_IR_43	All	Credit	Risk_IRCurve	BRL	3	20y	Libor12m	-800000	USD	-800000
C81	C81.S_IR_44	All	Credit	Risk_IRCurve	BRL	3	30y	Libor12m	-800000	USD	-800000
C81	C81.S_IR_45	All	Credit	Risk_Inflation	BRL				2000000	USD	2000000
C81	C81.S_IR_46	All	Credit	Risk_XCcyBasis	BRL				-1000000	USD	-1000000
C81	C81.S_FX_1	All	RatesFX	Risk_FX	EUR				50000000	USD	50000000
C81	C81.S_FX_2	All	RatesFX	Risk_FX	EUR				-50000000	USD	-50000000
C81	C81.S_FX_3	All	RatesFX	Risk_FX	EUR				-5000000000	USD	-5000000000
C81	C81.S_FX_4	All	RatesFX	Risk_FX	USD				610000000	USD	610000000
C81	C81.S_FX_5	All	RatesFX	Risk_FX	GBP				910000000	USD	910000000
C81	C81.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C81	C81.S_FX_7	All	RatesFX	Risk_FX	CNY				-200000000	USD	-200000000
C81	C81.S_FX_8	All	RatesFX	Risk_FX	KRW				210000000	USD	210000000
C81	C81.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C81	C81.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C81	C81.S_FX_11	All	Credit	Risk_FX	BRL				41000000	USD	41000000
C81	C81.S_FX_12	All	Credit	Risk_FX	QAR				-40000000	USD	-40000000
C82	C82.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C83	C83.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C84	C84.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C85	C85.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C86	C86.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C87	C87.S_CRQ_6	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	5y	JPY	-100000	USD	-100000
C88	C88.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C89	C89.S_CRQ_8	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	-100000	USD	-100000
C90	C90.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C91	C91.S_CRQ_10	All	Credit	Risk_CreditQ	ISIN:CH9823105801	5	1y	USD	-100000	USD	-100000
C92	C92.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C93	C93.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C94	C94.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C95	C95.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C96	C96.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C97	C97.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C98	C98.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C99	C99.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C100	C100.S_CRQ_19	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	3y	USD	-100000	USD	-100000
C101	C101.S_CRQ_20	All	Credit	Risk_CreditQ	ISIN:UNKNOWN2	Residual	3y	EUR	180000	USD	180000
C102	C102.S_CRQ_21	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	5y	USD	180000	USD	180000
C103	C103.S_CRQ_22	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	10y	GBP	-100000	USD	-100000
C104	C104.S_CRQ_23	All	Credit	Risk_BaseCorr	CDX IG				500000	USD	500000
C105	C105.S_CRQ_24	All	Credit	Risk_BaseCorr	CDX IG				-200000	USD	-200000
C106	C106.S_CRQ_25	All	Credit	Risk_BaseCorr	iTraxx Main				400000	USD	400000
C107	C107.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C107	C107.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C107	C107.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C108	C108.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C108	C108.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C109	C109.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C109	C109.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C110	C110.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C110	C110.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C111	C111.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C111	C111.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C112	C112.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C112	C112.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C113	C113.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C113	C113.S_CRQ_6	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	5y	JPY	-100000	USD	-100000
C114	C114.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C114	C114.S_CRQ_8	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	-100000	USD	-100000
C115	C115.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C115	C115.S_CRQ_10	All	Credit	Risk_CreditQ	ISIN:CH9823105801	5	1y	USD	-100000	USD	-100000
C116	C116.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C116	C116.S_CRQ_19	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	3y	USD	-100000	USD	-100000
C117	C117.S_CRQ_19	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	3y	USD	-100000	USD	-100000
C117	C117.S_CRQ_20	All	Credit	Risk_CreditQ	ISIN:UNKNOWN2	Residual	3y	EUR	180000	USD	180000
C118	C118.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C118	C118.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C118	C118.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C119	C119.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C119	C119.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C120	C120.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C120	C120.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C121	C121.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C121	C121.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C122	C122.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C122	C122.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C122	C122.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C123	C123.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C123	C123.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C123	C123.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C123	C123.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C123	C123.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C123	C123.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C124	C124.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C124	C124.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C124	C124.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C124	C124.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C124	C124.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C124	C124.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C125	C125.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C125	C125.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C125	C125.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C125	C125.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C125	C125.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C125	C125.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C126	C126.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C126	C126.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C126	C126.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C126	C126.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C126	C126.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C126	C126.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C127	C127.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C127	C127.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C127	C127.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C127	C127.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C127	C127.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C127	C127.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C128	C128.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C128	C128.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C128	C128.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C128	C128.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C128	C128.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C128	C128.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C129	C129.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C129	C129.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C129	C129.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C129	C129.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C129	C129.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C129	C129.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C129	C129.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C129	C129.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C129	C129.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C129	C129.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C129	C129.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C129	C129.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C130	C130.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C130	C130.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C130	C130.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C130	C130.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C130	C130.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C130	C130.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C130	C130.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C130	C130.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C130	C130.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C130	C130.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C130	C130.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C130	C130.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C130	C130.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C131	C131.S_CRQ_23	All	Credit	Risk_BaseCorr	CDX IG				500000	USD	500000
C131	C131.S_CRQ_24	All	Credit	Risk_BaseCorr	CDX IG				-200000	USD	-200000
C132	C132.S_CRQ_23	All	Credit	Risk_BaseCorr	CDX IG				500000	USD	500000
C132	C132.S_CRQ_24	All	Credit	Risk_BaseCorr	CDX IG				-200000	USD	-200000
C132	C132.S_CRQ_25	All	Credit	Risk_BaseCorr	iTraxx Main				400000	USD	400000
C133	C133.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C133	C133.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C133	C133.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C133	C133.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C133	C133.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C133	C133.S_CRQ_6	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	5y	JPY	-100000	USD	-100000
C133	C133.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C133	C133.S_CRQ_8	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	-100000	USD	-100000
C133	C133.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C133	C133.S_CRQ_10	All	Credit	Risk_CreditQ	ISIN:CH9823105801	5	1y	USD	-100000	USD	-100000
C133	C133.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C133	C133.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C133	C133.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C133	C133.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C133	C133.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C133	C133.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C133	C133.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C133	C133.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C133	C133.S_CRQ_19	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	3y	USD	-100000	USD	-100000
C133	C133.S_CRQ_20	All	Credit	Risk_CreditQ	ISIN:UNKNOWN2	Residual	3y	EUR	180000	USD	180000
C133	C133.S_CRQ_21	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	5y	USD	180000	USD	180000
C133	C133.S_CRQ_22	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	10y	GBP	-100000	USD	-100000
C133	C133.S_CRQ_23	All	Credit	Risk_BaseCorr	CDX IG				500000	USD	500000
C133	C133.S_CRQ_24	All	Credit	Risk_BaseCorr	CDX IG				-200000	USD	-200000
C133	C133.S_CRQ_25	All	Credit	Risk_BaseCorr	iTraxx Main				400000	USD	400000
C134	C134.S_CRNQ_1	All	Credit	Risk_CreditNonQ	ISIN:AU3005621011	1	1y	CMBX	6000000	USD	6000000
